หลักทรัพย์,ชื่อผู้ได้มา/จำหน่าย,วิธีการ,ประเภท หลักทรัพย์ 1,% ก่อน ได้มา/ จำหน่าย,% ได้มา/ จำหน่าย,% หลัง ได้มา/ จำหน่าย,วันที่ได้มา/ จำหน่าย,% ก่อน ได้มา/ จำหน่าย (กลุ่ม)2,% ได้มา/ จำหน่าย (กลุ่ม)2,% หลัง ได้มา/ จำหน่าย (กลุ่ม)2,หมายเหตุ3,PDF,หมายเลข
SCC,สำนักงานประกันสังคม,ได้มา,หุ้น,4.9399,0.064,5.0039,31/05/2567,4.9399,0.064,5.0039,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/665e94a15b448b0f69d12387,246030102406-1
SORKON,นาง นิรมล รุจิราโสภณ,ได้มา,หุ้น,14.0629,0.265,14.3279,31/05/2567,44.7685,0.265,45.0335,ผู้รายงานแจ้งยกเลิก,https://web-r246-api.sec.or.th/api/forms/pdf/publish/6659a0548b7ed22fad1843dd,246030072406-1
SORKON,นาง นิรมล รุจิราโสภณ,ได้มา,หุ้น,14.0629,0.265,14.3279,31/05/2567,44.7685,0.265,45.0335,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/682469451d4a1b7e1b61923b,246036012505-1
TVDH,นาย วโรตม์ หน่อแก้ว,ได้มา,หุ้น,4.9276,0.992,5.9196,31/05/2567,4.9276,0.992,5.9196,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/6661920d365d67df31adf350,246030122406-1
PLUS,นาง วารุณี ชลคดีดำรงกุล,จำหน่าย,หุ้น,1.1837,0.017,1.1666,30/05/2567,10.171,0.1949,9.9761,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/6666d885b20eb66e8834389e,246030172406-1
PLUS,นาย สมพงษ์ ชลคดีดำรงกุล,จำหน่าย,หุ้น,8.5797,0.1779,8.4018,30/05/2567,10.171,0.1949,9.9761,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/66669d69b20eb66e8834389a,246030162406-1
PPPM,นาย ปริน ชนันทรานนท์,สิ้นสุด Concert Party,หุ้น,10.32,0.0,10.32,30/05/2567,20.2474,0.0,20.2474,ผู้รายงานแจ้งยกเลิก,https://web-r246-api.sec.or.th/api/forms/pdf/publish/665ed1bd8e754c3daa600f37,246030062406-1
PPPM,นาย ปริน ชนันทรานนท์,จำหน่าย,หุ้น,10.32,0.0,10.32,30/05/2567,20.2474,9.9274,10.32,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/6a44be3340002b757d3c8361,246042602607-1
PPPM,นาย อคิราภ์ ชนันทรานนท์,ได้มา,หุ้น,0.0,9.9274,9.9274,30/05/2567,0.0,9.9274,9.9274,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/665edb818e754c3daa600f3b,246030052406-1
SAK,นาง จินตนา บุญสาลี,ได้มา,หุ้น,24.1344,2.3854,26.5199,30/05/2567,24.1344,2.3854,26.5199,จะลดสัดส่วนการถือหุ้น,https://web-r246-api.sec.or.th/api/forms/pdf/publish/665990f28b7ed22fad1843d6,246029992405-1
SAK,นางสาว ศันศนีย์ บุญสาลี,จำหน่าย,หุ้น,10.2951,2.3854,7.9096,30/05/2567,10.2951,2.3854,7.9096,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/665992058b7ed22fad1843d8,246030002405-1
ARIN,นาย วิเชียร ชมกลิ่น,ได้มา,หุ้น,1.5,11.6666,13.1666,27/05/2567,1.5,11.6666,13.1666,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/665992e38b7ed22fad1843da,246029982405-1
ARIN,นาย สุชาติ ชมกลิ่น,จำหน่าย,หุ้น,28.6583,11.6666,16.9916,27/05/2567,28.6583,11.6666,16.9916,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/66598fb88b7ed22fad1843d4,246029972405-1
ARIN,นาย สุชาติ ชมกลิ่น,จำหน่าย,หุ้น,28.6583,11.6666,16.9916,27/05/2567,33.6333,11.6666,21.9666,ฉบับแก้ไข,https://web-r246-api.sec.or.th/api/forms/pdf/publish/665e82665b448b0f69d12383,246029972405-2
CHO,นาย สุกฤตย์ สุรบถโสภณ,ได้มา,หุ้น,4.9246,0.091,5.0157,27/05/2567,4.9246,0.091,5.0157,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/6667a02fff324e455a945974,246030192406-1
CHIC,นาย กิจจา ปัทมสัตยาสนธิ,จำหน่าย,หุ้น,38.722,4.4117,34.3102,24/05/2567,38.722,4.4117,34.3102,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/665060e9d72060666fa67a89,246029822405-1
CMO,นางสาว ณิชา ชัยศิลป์วัฒนา,ได้มา,หุ้น,6.57,0.7977,7.3678,24/05/2567,9.3858,0.7977,10.1836,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/66505e82d72060666fa67a88,246029812405-1
MITSIB,นาย ณัชชา ยงค์สงวนชัย,ได้มา,หุ้น,1.8365,4.3201,5.3743,24/05/2567,1.8389,4.3215,5.377,จะลดสัดส่วนการถือหุ้น,https://web-r246-api.sec.or.th/api/forms/pdf/publish/66502df6bc795af70bd26bd7,246029802405-1
MITSIB,นาย ดำรงค์ ยงค์สงวนชัย,ได้มา,หุ้น,6.7466,7.1395,11.012,24/05/2567,6.7466,7.1395,11.012,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/6651ab89d72060666fa67a8b,246029842405-1
MITSIB,นาย นิติพัทญ์ ยงค์สงวนชัย,ได้มา,หุ้น,4.2379,5.697,8.1296,24/05/2567,6.0145,6.7168,10.1691,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/665049d0bc795af70bd26bda,246029832405-1
PICO,นาง ณัฎฐ์ญาณี บรรยงพงศ์เลิศ,จำหน่าย,หุ้น,4.0901,2.0437,2.0464,24/05/2567,16.4228,2.043,14.3797,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/6654182f913628b6936ecab7,246030012406-1
UREKA,นางสาว ภิญญลักษน์ กีรติพัฒนนันท์,ได้มา,หุ้น,15.2213,6.6092,21.8305,24/05/2567,15.2213,6.6092,21.8305,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/6655ab880244addcb6f3f0d6,246029922405-1
GIFT,บริษัท เชษฐโชติ โฮลดิ้งส์ จำกัด,จำหน่าย,หุ้น,25.2305,0.2487,24.9818,23/05/2567,50.0104,0.2487,49.7617,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/66554eba0244addcb6f3f0d4,246029912405-1
KLINIQ,ด๊อกเตอร์ ไพบูลย์ เสรีวิวัฒนา,ได้มา,หุ้น,4.8727,0.034,4.9068,23/05/2567,4.9703,0.034,5.0044,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/664ff9b6bc795af70bd26bd4,246029792405-1
NEX,นางสาว อินทิรา ช่วยสนิท,จำหน่าย,หุ้น,5.3682,2.4636,2.9046,23/05/2567,5.3682,2.4636,2.9046,ฉบับแก้ไข,https://web-r246-api.sec.or.th/api/forms/pdf/publish/66cc7550190107232a4d374d,246030302406-3
NEX,นาย คณิสสร์ ศรีวชิระประภา,จำหน่าย,หุ้น,9.1869,5.2695,3.9173,23/05/2567,9.1869,5.2695,3.9173,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/66cc8363190107232a4d374f,246031572408-1
THREL,บริษัท หลักทรัพย์จัดการกองทุนรวมบัวหลวง จำกัด,จำหน่าย,หุ้น,5.7084,0.7904,4.918,23/05/2567,5.7084,0.7904,4.918,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/6653f595913628b6936ecaae,246029852405-1
CPT,"REAL D&C CO.,LTD.",ได้มา,หุ้น,0.0,17.7493,17.7493,21/05/2567,0.0,17.7493,17.7493,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/66541441913628b6936ecab3,246029882405-1
CPT,นางสาว หฤทัย หลิมประเสริฐ,จำหน่าย,หุ้น,12.7855,12.7855,0.0,21/05/2567,12.7855,12.7855,0.0,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/664c5ef52469ce050514191f,246029772405-1
CPT,นาย นพดล วิเชียรเกื้อ,จำหน่าย,หุ้น,8.8888,4.9638,3.925,21/05/2567,8.8888,4.9638,3.925,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/664c811c2469ce0505141923,246029782405-1
NEX,นาย คณิสสร์ ศรีวชิระประภา,จำหน่าย,หุ้น,12.2505,3.0636,9.1869,21/05/2567,12.2505,3.0636,9.1869,ฉบับแก้ไข,https://web-r246-api.sec.or.th/api/forms/pdf/publish/66cc823c190107232a4d374e,246030292406-2
GIFT,นาย วีรพัฒน์ พูนศักดิ์อุดมสิน,ได้มา,หุ้น,10.3362,4.6946,15.0308,20/05/2567,10.3362,4.6946,15.0308,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/664c7e0f2469ce0505141921,246029742405-1
SICT,นาย อภินันท์ ธนชยานนท์,จำหน่าย,หุ้น,5.0143,0.0521,4.9622,20/05/2567,5.0143,0.0521,4.9622,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/664b57abec7d58d9939eedb5,246029722405-1
VL,บริษัท บงกช โฮลดิงส์ จำกัด,ได้มา,หุ้น,9.998,0.0171,10.0151,20/05/2567,9.998,0.0171,10.0151,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/664c1ba62469ce050514191e,246029752405-1
HPT,นาย ธีรนาท งามจิตรเจริญ,ได้มา,หุ้น,4.9845,0.302,5.2866,17/05/2567,4.9845,0.302,5.2866,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/664ee86fbc795af70bd26bd0,246029762405-1
PSTC,นาง วัลลภา ไตรโสรัส,ได้มา,หุ้น,4.782,3.2738,6.5476,17/05/2567,13.1372,8.9938,17.9877,อื่นๆ,https://web-r246-api.sec.or.th/api/forms/pdf/publish/6647146ab04c2db1f073c612,246029682405-1
PSTC,นาย โสมพัฒน์ ไตรโสรัส,ได้มา,หุ้น,8.3551,5.72,11.44,17/05/2567,13.1372,8.9938,17.9877,อื่นๆ,https://web-r246-api.sec.or.th/api/forms/pdf/publish/664711fbb04c2db1f073c610,246029692405-1
JPARK,นาย สันติพล เจนวัฒนไพศาล,จำหน่าย,หุ้น,70.8888,3.156,67.7328,16/05/2567,70.8888,3.156,67.7328,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/664ac2c1ec7d58d9939eedad,246029702405-1
RML,วู้ดเชสเตอร์ อินเวสติ้ง แคปปิตอล ลิมิเต็ด,ได้มา,หุ้น,0.0,24.8666,24.8666,16/05/2567,23.9728,24.8666,42.8782,ได้รับการผ่อนผัน,https://web-r246-api.sec.or.th/api/forms/pdf/publish/664ad5cfec7d58d9939eedaf,246029712405-1
SABUY,นาย ชูเกียรติ รุจนพรพจี,จำหน่าย,หุ้น,10.7072,2.3328,8.3743,16/05/2567,10.7072,2.3328,8.3743,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/6645856c3778ba6ed20082ee,246029662405-1
SIMAT,นาย อภิสิทธิ์ หงส์ลาวัณย์,ได้มา,หุ้น,4.4143,1.6746,6.089,16/05/2567,4.4143,1.6746,6.089,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/664700ebb04c2db1f073c60e,246029672405-1
NEX,นางสาว อินทิรา ช่วยสนิท,จำหน่าย,หุ้น,5.83,5.83,0.0,15/05/2567,5.83,5.83,0.0,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/66717aa9ad23208891669cb1,246030302406-1
NEX,นางสาว อินทิรา ช่วยสนิท,จำหน่าย,หุ้น,5.83,5.83,0.0,15/05/2567,5.83,5.83,0.0,ฉบับแก้ไข,https://web-r246-api.sec.or.th/api/forms/pdf/publish/6672b8db9d3d2ce1ac72f5cf,246030302406-2
NEX,นาย คณิสสร์ ศรีวชิระประภา,จำหน่าย,หุ้น,16.2722,15.7713,0.5008,15/05/2567,16.2722,15.7713,0.5008,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/66717966ad23208891669cb0,246030292406-1
NEX,นาย คณิสสร์ ศรีวชิระประภา,จำหน่าย,หุ้น,15.9641,4.1038,11.8603,15/05/2567,15.9641,4.1038,11.8603,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/66e3f54e9f2356970f9cab2d,246031792409-1
APO,นาง คณิตา อุดมผลกุล,ได้มา,หุ้น,7.0588,0.0,7.0588,14/05/2567,9.3543,2.0253,11.3797,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/6a8698b7a06a7961be119e64,246043342608-1
APO,นาง คณิตา อุดมผลกุล,ได้มา,หุ้น,7.0588,0.0,7.0588,14/05/2567,9.3543,2.0253,11.3797,ฉบับแก้ไข,https://web-r246-api.sec.or.th/api/forms/pdf/publish/6a8bfbdda06a7961be119e7f,246043342608-2
APO,นาง คณิตา อุดมผลกุล,จำหน่าย,หุ้น,11.3285,1.9742,9.3543,13/05/2567,11.3285,1.9742,9.3543,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/6a840dd3a06a7961be119e3f,246043142608-1
APO,นาง คณิตา อุดมผลกุล,จำหน่าย,หุ้น,7.0588,0.0,7.0588,13/05/2567,10.7293,1.3749,9.3543,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/6a8696f1a06a7961be119e63,246043332608-1
AS,นาย ยรรยง พันธุ์วงศ์กล่อม,ได้มา,หุ้น,4.8777,0.1283,5.0061,13/05/2567,4.8777,0.1283,5.0061,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/6644162bd2008be8acd1fcc5,246029652405-1
BVG,นาย สมพงษ์ ชลคดีดำรงกุล,ได้มา,หุ้น,4.9131,0.16,5.0731,10/05/2567,4.9131,0.16,5.0731,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/664186251e286997d5afabee,246029622405-1
BDMS,นาย ปราเสริฐ ปราสาททองโอสถ,จำหน่าย,หุ้น,9.8746,0.1612,9.7133,09/05/2567,10.0004,0.1612,9.8392,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/67c80af31f694d951a93a933,246035012503-1
RJH,FIL LIMITED,จำหน่าย,หุ้น,5.0011,0.0601,4.941,09/05/2567,5.0011,0.0601,4.941,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/663df524965825e6d86bfaf1,246029612405-1
APO,นาง คณิตา อุดมผลกุล,ได้มา,หุ้น,7.0588,0.0,7.0588,08/05/2567,9.8356,1.4928,11.3285,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/6a86950ba06a7961be119e62,246043322608-1
APO,นาง คณิตา อุดมผลกุล,ได้มา,หุ้น,7.0588,0.0,7.0588,08/05/2567,9.8356,1.4928,11.3285,ฉบับแก้ไข,https://web-r246-api.sec.or.th/api/forms/pdf/publish/6a8bfb67a06a7961be119e7e,246043322608-2
CIG,SYCAMORE CAPITAL SPC,ได้มา,หุ้น,10.3345,10.255,19.5297,08/05/2567,10.3345,10.255,19.5297,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/663b4bab86193607247c1b40,246029592405-1
CPT,นาง กันยา หลิมประเสริฐ,ได้มา,หุ้น,10.9611,5.4024,16.3635,08/05/2567,10.9611,5.4024,16.3635,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/663c7981c87091c631d7da4a,246029602405-1
GREEN,นาย พิชิต วิริยะเมตตากุล,ได้มา,หุ้น,9.9935,0.0244,10.018,03/05/2567,9.9935,0.0244,10.018,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/666132e6365d67df31adf34d,246030092406-1
JR,นาย ภาวีร์ วิวัฒน์เจษฎาวุฒิ,ได้มา,หุ้น,9.9972,0.0065,10.0038,03/05/2567,9.9972,0.0065,10.0038,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/6634c2173f15f1d1b037e5d1,246029572405-1
APO,นาง คณิตา อุดมผลกุล,จำหน่าย,หุ้น,10.728,2.701,8.0269,02/05/2567,10.728,2.701,8.0269,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/6a840d0ea06a7961be119e3d,246043132608-1
APO,นาง คณิตา อุดมผลกุล,จำหน่าย,หุ้น,7.0588,0.0,7.0588,02/05/2567,10.728,2.701,8.0269,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/6a86906ea06a7961be119e61,246043312608-1
KK,นาง ภาวิณีย์ สิริธนนนท์สกุล,จำหน่าย,หุ้น,0.894,0.894,0.0,02/05/2567,10.1556,0.894,9.2615,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/663490f33f15f1d1b037e5ce,246029552405-1
APO,นาง คณิตา อุดมผลกุล,ได้มา,หุ้น,8.6583,2.0696,10.728,30/04/2567,8.6583,2.0696,10.728,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/6a840ca0a06a7961be119e3c,246043162608-1
APO,นาง คณิตา อุดมผลกุล,ได้มา,หุ้น,7.0588,0.0,7.0588,30/04/2567,9.664,1.0639,10.728,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/6a868d2ba06a7961be119e60,246043302608-1
APO,นาง คณิตา อุดมผลกุล,ได้มา,หุ้น,7.0588,0.0,7.0588,30/04/2567,9.664,1.0639,10.728,ฉบับแก้ไข,https://web-r246-api.sec.or.th/api/forms/pdf/publish/6a8e7bed3b0bc43579425100,246043302608-2
SLM,นาง รัสรินทร์ โภคินจารุรัศมิ์,ได้มา,หุ้น,12.3256,11.6781,24.0038,29/04/2567,12.3256,11.6781,24.0038,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/66349c8a3f15f1d1b037e5cf,246029562405-1
SLM,นาง รัสรินทร์ โภคินจารุรัศมิ์,ได้มา,หุ้น,12.3256,11.6781,24.0038,29/04/2567,12.3256,11.6781,24.0038,ฉบับแก้ไข,https://web-r246-api.sec.or.th/api/forms/pdf/publish/66b1de9c8616bc085a021c72,246029562405-2
TSR,"เอกรัตน์ แจ้งอยู่, นาย วีรวัฒน์ แจ้งอยู่, นางสาว เธียรวรรณี แจ้งอยู่, นางสาว สวิตา แจ้งอยู่, บริษัท ดับบลิว เอส โอ แอล จำกัด (มหาชน), บริษัท เบตเตอร์ ดรีมส์ จำกัด",สิ้นสุด Concert Party,หุ้น,48.9071,0.0,48.9071,26/04/2567,48.9071,0.0,48.9071,อื่นๆ,https://web-r246-api.sec.or.th/api/forms/pdf/publish/6a508dcb9657a11387b9247a,246042772607-1
TSR,"เอกรัตน์ แจ้งอยู่, นาย วีรวัฒน์ แจ้งอยู่, นางสาว เธียรวรรณี แจ้งอยู่, นางสาว สวิตา แจ้งอยู่, บริษัท ดับบลิว เอส โอ แอล จำกัด (มหาชน), บริษัท เบตเตอร์ ดรีมส์ จำกัด",สิ้นสุด Concert Party,หุ้น,48.9071,0.0,48.9071,26/04/2567,48.9071,0.0,48.9071,ฉบับแก้ไข อื่นๆ,https://web-r246-api.sec.or.th/api/forms/pdf/publish/6a55e6be0d4e433792db336e,246042772607-2
TSR,"นาย เอกรัตน์ แจ้งอยู่, นาย วีรวัฒน์ แจ้งอยู่, นางสาว เธียรวรรณี แจ้งอยู่, นางสาว สวิตา แจ้งอยู่, บริษัท ดับบลิว เอส โอ แอล จำกัด (มหาชน)",สิ้นสุด Concert Party,หุ้น,29.5655,0.0,29.5655,26/04/2567,48.9071,0.0,48.9071,อื่นๆ,https://web-r246-api.sec.or.th/api/forms/pdf/publish/69a0577530554da3345de31d,246040912602-1
TSR,"นาย เอกรัตน์ แจ้งอยู่, นาย วีรวัฒน์ แจ้งอยู่, นางสาว เธียรวรรณี แจ้งอยู่, นางสาว สวิตา แจ้งอยู่, บริษัท ดับบลิว เอส โอ แอล จำกัด (มหาชน)",สิ้นสุด Concert Party,หุ้น,29.5655,0.0,29.5655,26/04/2567,48.9071,0.0,48.9071,อื่นๆ,https://web-r246-api.sec.or.th/api/forms/pdf/publish/69a279b730554da3345de32a,246041002602-1
TSR,"นาย เอกรัตน์ แจ้งอยู่, นาย วีรวัฒน์ แจ้งอยู่, นางสาว เธียรวรรณี แจ้งอยู่, นางสาว สวิตา แจ้งอยู่, บริษัท ดับบลิว เอส โอ แอล จำกัด (มหาชน)",สิ้นสุด Concert Party,หุ้น,29.5655,0.0,29.5655,26/04/2567,48.9071,0.0,48.9071,ฉบับแก้ไข อื่นๆ,https://web-r246-api.sec.or.th/api/forms/pdf/publish/6a105d307f39376f1afc98ad,246041002602-2
APO,นาง คณิตา อุดมผลกุล,จำหน่าย,หุ้น,10.3629,1.7046,8.6583,25/04/2567,10.3629,1.7046,8.6583,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/6a840bb0a06a7961be119e3b,246043122608-1
APO,นาง คณิตา อุดมผลกุล,จำหน่าย,หุ้น,7.0588,0.0,7.0588,25/04/2567,10.5627,1.9043,8.6583,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/6a8686ada06a7961be119e5f,246043292608-1
APO,นาง คณิตา อุดมผลกุล,จำหน่าย,หุ้น,7.0588,0.0,7.0588,25/04/2567,10.5627,1.9043,8.6583,ฉบับแก้ไข,https://web-r246-api.sec.or.th/api/forms/pdf/publish/6a8bfae4a06a7961be119e7d,246043292608-2
CHOTI,นาย เฉลิม เหล่าเทพพิทักษ์,จำหน่าย,หุ้น,7.0128,2.1844,4.8283,25/04/2567,7.0128,2.1844,4.8283,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/662f26a7ae2936e53a7cf955,246029542404-1
PICO,PICO ART INTERNATIONAL PTE. LTD,ได้มา,หุ้น,42.687,4.0177,46.7048,22/04/2567,42.687,4.0177,46.7048,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/66275e43e41fb81b39fe2f5b,246029522404-1
PICO,นาง ณัฎฐ์ญาณี บรรยงพงศ์เลิศ,จำหน่าย,หุ้น,10.8344,4.0177,6.8167,22/04/2567,23.1472,4.0177,19.1294,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/6627638de41fb81b39fe2f5d,246029442404-1
PR9,บริษัท หลักทรัพย์จัดการกองทุนกรุงศรี จำกัด,จำหน่าย,หุ้น,5.0776,0.0949,4.9826,22/04/2567,5.0776,0.0949,4.9826,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/66277550e41fb81b39fe2f61,246029452404-1
RJH,FIL LIMITED,ได้มา,หุ้น,4.9963,0.0191,5.0154,22/04/2567,4.9963,0.0191,5.0154,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/66289fbd2422d5d6aa1beac6,246029512404-1
XPG,ELEVATED RETURNS LLC,ได้มา,หุ้น,2.0653,5.3523,7.4177,22/04/2567,4.4017,5.3523,9.7541,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/66277418e41fb81b39fe2f60,246029472404-1
WELL,นางสาว สุพัฒตรา วิวัฒนชัยพงษ์,ได้มา,หุ้น,0.0,5.0836,5.0836,20/04/2567,0.0,5.0836,5.0836,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/6628c60d2422d5d6aa1beac8,246029482404-1
APO,นาง คณิตา อุดมผลกุล,ได้มา,หุ้น,7.0588,3.3041,10.3629,19/04/2567,7.0588,3.3041,10.3629,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/6a841daea06a7961be119e44,246043172608-1
APO,นาง คณิตา อุดมผลกุล,ได้มา,หุ้น,7.0588,0.0,7.0588,19/04/2567,9.2498,1.1131,10.3629,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/6a8682dda06a7961be119e5e,246043282608-1
APO,นาง คณิตา อุดมผลกุล,ได้มา,หุ้น,7.0588,0.0,7.0588,19/04/2567,9.2498,1.1131,10.3629,ฉบับแก้ไข,https://web-r246-api.sec.or.th/api/forms/pdf/publish/6a8bfa57a06a7961be119e7c,246043282608-2
GIFT,นาย เชษฐ เชษฐโชติศักดิ์,จำหน่าย,หุ้น,2.9887,0.3821,2.6066,19/04/2567,55.0029,0.3821,54.6208,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/66287c882422d5d6aa1beac3,246029492404-1
NRF,บริษัท เอเชี่ยน ฟู้ด คอร์ปอร์เรชั่น จำกัด,จำหน่าย,หุ้น,35.0531,0.0705,34.9825,19/04/2567,35.0531,0.0705,34.9825,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/66279876e41fb81b39fe2f66,246029462404-1
APO,นาย สิทธิภาส อุดมผลกุล,ได้มา,หุ้น,3.8235,0.0,3.8235,18/04/2567,4.8944,1.044,5.9385,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/6a8c0295a06a7961be119e84,246043472608-1
ERW,บริษัท หลักทรัพย์จัดการกองทุนกสิกรไทย จำกัด,ได้มา,หุ้น,4.9336,0.0896,5.0232,18/04/2567,4.9336,0.0896,5.0232,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/6625d8687c46838386c997a2,246029382404-1
TPS,นาย มงคล ประกิตชัยวัฒนา,ได้มา,หุ้น,8.7071,3.7329,11.1521,17/04/2567,8.7071,3.7329,11.1521,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/663a6f8086193607247c1b3f,246029582405-1
XPG,นางสาว รวิพรรณ จารุทวี,ได้มา,หุ้น,0.1283,3.2709,3.3993,17/04/2567,2.2457,3.2709,5.5166,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/662610597c46838386c997a9,246029402404-1
TVDH,นาย วโรตม์ หน่อแก้ว,จำหน่าย,หุ้น,7.0885,2.5108,4.5776,11/04/2567,7.0885,2.5108,4.5776,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/6620cf48cd316f5fc2b573dd,246029372404-1
APO,นาย สิทธิภาส อุดมผลกุล,จำหน่าย,หุ้น,3.8235,0.0,3.8235,10/04/2567,5.647,1.4411,4.2058,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/6a8c0112a06a7961be119e83,246043462608-1
SABUY,นาย ชูเกียรติ รุจนพรพจี,จำหน่าย,หุ้น,15.7235,0.777,14.9464,10/04/2567,15.7235,0.777,14.9464,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/662636b57c46838386c997aa,246029412404-1
XPG,ELEVATED RETURNS LLC,จำหน่าย,หุ้น,5.7981,3.554,2.2441,10/04/2567,8.3367,3.554,4.7826,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/66162d51e23856b9179ccd39,246029362404-1
AUCT,BOX HOLDINGS LP,ได้มา,หุ้น,4.9527,0.0685,5.0212,09/04/2567,4.9527,0.0685,5.0212,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/66154bf1e23856b9179ccd34,246029342404-1
SAMART,นาง จารุณี ชินวงศ์วรกุล,ได้มา,หุ้น,4.5908,0.0198,4.6106,09/04/2567,4.9931,0.0198,5.013,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/661f30954f0ada1b8b202fa4,246029352404-1
WSOL,บริษัท ทีเอสอาร์ ลิฟวิ่ง โซลูชั่น จำกัด (มหาชน),จำหน่าย,หุ้น,5.425,0.658,4.7669,09/04/2567,5.425,0.658,4.7669,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/69771c3630554da3345de2a1,246040452601-1
APO,นาย สิทธิภาส อุดมผลกุล,ได้มา,หุ้น,3.8235,0.0,3.8235,05/04/2567,3.8235,1.5294,5.3529,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/6a8c0013a06a7961be119e82,246043452608-1
CIG,นาย ชาญยุทธ บุณยเกตุ,ได้มา,หุ้น,4.98,0.617,5.5971,05/04/2567,4.98,0.617,5.5971,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/660fd0f7016c110c0657202b,246029282404-1
QTCG,นาย ยศวีย์ วัฒนธีระกิจจา,จำหน่าย,หุ้น,7.0,5.9166,1.0833,05/04/2567,7.0,5.9166,1.0833,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/66150b7fe23856b9179ccd31,246029332404-1
